Date,Conditional_Volatility,Returns,HL_Range,Log_Volume,Volume_ZScore
2021-01-04,1.4075953846576228,-1.422058395613164,3.259113485972434,74.02163135915445,2.0056144589161526
2021-01-05,1.421918975657242,0.8210319840069277,1.241092589928579,-43.50514347375155,0.19763219345925087
2021-01-06,1.368014245993296,-1.3949134313245368,1.9098737852848597,58.830716027089224,2.274611001036145
2021-01-07,1.3845242194733196,2.390399175358484,1.7857320565575592,-55.24214512176844,0.06291070179163333
2021-01-08,1.5041438921038073,1.2775958797966318,1.3586440232540813,11.078813773368612,0.542676673057707
2021-01-11,1.4735504643140642,-1.4555423954118014,1.090448066353477,-3.626664650802326,0.3798518069733521
2021-01-12,1.4830405836712048,-0.15914953183484978,1.3976341528224097,-11.233926460385039,-0.014943509172728554
2021-01-13,1.407783575934801,0.6730595740621105,1.043734572444856,-24.538672864763086,-0.6728686909383065
2021-01-14,1.3478903068315489,-0.5361780646626313,1.1625318274934202,2.5937637336599653,-0.5921121137522325
2021-01-15,1.2963771132682238,-0.7952712059834133,1.4512029260901063,40.17290756762702,0.6036259979701811
2021-01-19,1.2656199394289724,1.4484530345028037,1.2094418140039445,-35.85515697155318,-0.5348759430393369
2021-01-20,1.2786617700666691,2.299450070438328,2.566996457103285,22.499536297820505,0.1940908662369342
2021-01-21,1.404615941183316,0.7967668441354017,1.0447791356373788,-20.109131828307163,-0.3740115547244305
2021-01-22,1.3509195527548927,-0.2884324702352901,0.5374953573014312,-15.095782190638468,-0.7405576876315709
2021-01-25,1.289013237501462,0.8232176396391473,2.7344325660873636,59.24977749688299,1.110165359858224
2021-01-26,1.247081134158132,0.14618884884994415,0.7732415471031502,-42.70222405940599,-0.4656077670770391
2021-01-27,1.1869803549505058,-2.827262730628061,2.7688495718547665,77.35177623798025,2.371975454827282
2021-01-28,1.4700221023242017,0.5899399547205362,1.9770199273744502,-25.473582799512577,1.0418597356130694
2021-01-29,1.4018530911506533,-2.126270490230477,2.5132317660050583,25.464534909022067,1.9293301844698492
2021-02-01,1.5095810130914615,2.468025589710376,2.351731235356854,-43.83942844577036,0.10263391574008845
2021-02-02,1.617856646569609,1.6182414964777927,1.0883954696356288,-4.931378212886372,-0.004404652535925061
2021-02-03,1.6053475243276278,-0.39751383960440234,1.1820051000425962,-31.24920877313001,-0.8443564333285585
2021-02-04,1.5272284904614428,1.1757271618543816,1.1784710592748655,-10.496448003629437,-1.002594805387624
2021-02-05,1.4864012201169852,0.3385720158408765,0.8671651484706163,1.6907034729673889,-0.9046792189592322
2021-02-08,1.410379505674086,0.667732295535573,0.7005926855199479,-10.516501987991242,-1.032360525337695
2021-02-09,1.3500435302020515,-0.020979720062194368,0.6592611044115534,-15.085175705481301,-1.1871199186177177
2021-02-10,1.2826899738338702,-0.22814219197677846,1.7926344851794,46.68982300117162,-0.21145503876209137
2021-02-11,1.2244159447447225,0.5484516494807574,0.8634197133189309,-24.151936101078558,-0.7625527911257679
2021-02-12,1.1746382900818422,0.5573612146156145,1.1923907385441639,-8.021206413451218,-0.8943518667460948
2021-02-16,1.1294548970856102,-0.2708386107751169,1.1449446622351618,28.59013383386359,-0.24455446743201426
2021-02-17,1.0851358946705751,-0.48098315685851784,1.6491039790367115,14.671777205777678,0.11677259718110919
2021-02-18,1.05449347599087,-0.4381734106801549,1.664115815939477,2.754728292374061,0.1903397478586311
2021-02-19,1.0244040976211004,-0.437087080997131,1.2109278232879968,19.45070378492845,0.7551718051356379
2021-02-22,0.997156787864319,-2.6261683336014876,1.7138018697720265,18.80015924881802,1.333301556744344
2021-02-23,1.296138908254358,-0.2981712468324013,3.8478452236985294,72.16030135170924,3.37276543174275
2021-02-24,1.2389263525492709,0.8209317432794202,2.6515882439041243,-51.320809223953546,1.1329825887379137
2021-02-25,1.2015090882135908,-3.5484815874281246,4.027181295902017,63.81453932135427,2.8442049206865474
2021-02-26,1.636519566036976,0.4178923967919762,2.6128823692092484,-5.065981015593338,2.156065625985968
2021-03-01,1.5509819903014148,2.9638477995973544,1.869562758329805,-75.63073610152117,0.24121831589132844
2021-03-02,1.7304076220144802,-1.6168836240248095,1.9269891057121038,-1.6292031509248894,0.19152331550430343
2021-03-03,1.7253259723845749,-2.9449480716871426,2.9140915535150675,57.896255740732514,1.350635515356478
2021-03-04,1.9001756835485644,-1.6502339329952727,3.898238679732735,47.75779035813812,2.4221381210110438
2021-03-05,1.8788792429544117,1.494850310778597,4.006720895015219,-13.531094233666522,1.6829353274019376
2021-03-08,1.8282105820611292,-2.872265506867374,3.4617980679157387,-31.81264822593139,0.7496302247928558
2021-03-09,1.9715506306794708,3.8683238440144216,2.194560735327743,-9.507934968742287,0.4752354516935032
2021-03-10,2.215892016399757,-0.28586998977749173,2.010787666083247,-4.572357327593145,0.3134080091933851
2021-03-11,2.0909642014796446,2.277018656517436,1.5786999946097735,-36.178239887933934,-0.37224617079748545
2021-03-12,2.089947614294734,-0.8145323928578869,2.172823342118344,25.927248770298572,0.008294585056552433
2021-03-15,1.9916192063943123,1.0626139286679528,1.547967680848448,-47.85006370068209,-0.8380079162750745
2021-03-16,1.9030638806629112,0.5473810053155173,1.585609454287553,24.58156520362182,-0.5349099647688712
2021-03-17,1.8012658618570365,0.4109106031874322,2.5551445402759967,35.40350012313081,0.14698732558490502
2021-03-18,1.7037402075751138,-3.110950723968502,2.004991284199707,5.541843609548567,0.22465054857897343
2021-03-19,1.9110786416904284,0.3519009558400617,1.6240230103738362,-5.302540193409935,0.0020709912809847636
2021-03-22,1.8048722273966415,1.7317316664250686,1.7391739373363775,-33.35888135816069,-0.8670234481190912
2021-03-23,1.7821664615849264,-0.4372195003280911,1.4777408055338723,-4.997656456136254,-0.8809863728242978
2021-03-24,1.6920274030808082,-1.7009124666965512,2.205077382504504,19.25150391265555,-0.4660445735941864
2021-03-25,1.7005017393269912,-0.17330189215058026,1.7734390563107776,19.464887498360927,0.1332466352120878
2021-03-26,1.6096334097389906,1.488881385184186,2.127867231812677,-21.46630557873645,-0.4080914906091174
